Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
40,3,1492,2,20,4,6,1,3,3,1,4,2,10322,26542,4,1,4,1,14,3,11,10,1,0
27,1,1277,2,8,5,2,1,1,1,2,3,2,4621,5869,1,1,4,3,3,3,3,2,2,0
55,2,1091,2,2,1,2,4,3,3,5,2,2,10976,15813,3,1,2,1,23,3,3,2,2,0
28,3,857,2,10,3,5,3,3,2,7,3,3,3660,7909,3,1,4,0,10,4,8,7,7,0
44,3,1376,1,1,2,4,2,2,3,4,1,2,10482,2326,9,1,4,1,24,3,20,6,6,1
33,3,654,2,5,3,2,4,2,3,1,4,1,7119,21214,4,1,3,1,9,3,3,2,2,0
35,3,1204,3,4,3,6,4,3,3,8,1,3,9582,10333,0,2,1,0,9,3,8,7,7,1
33,2,827,2,29,4,4,1,2,2,7,3,3,4508,3129,1,1,2,0,14,3,13,7,8,1
28,3,895,2,15,2,2,1,3,1,2,3,1,2207,22482,1,1,4,1,4,2,4,2,2,0
34,2,618,2,3,1,2,1,3,2,1,4,3,7756,22266,0,1,3,0,7,2,6,2,4,0
37,3,309,3,10,4,2,4,2,2,8,4,1,6694,24223,2,2,3,3,8,3,1,0,0,0
25,3,1219,2,4,1,6,4,3,1,2,4,2,3691,4605,1,2,2,1,7,4,7,7,6,1
26,3,1330,2,21,3,4,1,3,1,2,3,1,2377,19373,1,1,3,1,1,2,1,1,0,1
33,3,1017,2,25,3,4,1,2,1,7,2,3,2313,2993,4,2,2,0,5,3,2,2,2,1
42,3,469,2,2,2,4,4,3,4,3,1,2,17665,14399,0,1,4,1,23,3,22,6,7,0
28,2,1009,2,1,3,4,1,2,1,2,2,1,2596,7160,1,1,1,2,1,3,1,0,0,1
50,2,959,3,1,4,5,4,3,2,8,3,3,4728,17251,3,2,4,0,5,3,0,0,0,1
33,2,970,3,7,3,2,4,3,2,8,2,2,4302,13401,0,1,3,1,4,3,3,2,2,0
34,1,697,2,3,4,2,3,2,1,7,4,2,2979,22478,3,1,4,3,6,3,0,0,0,0
48,1,1262,2,1,4,4,1,4,4,3,4,3,16885,16154,2,1,3,0,27,2,5,4,1,0
45,1,1050,3,9,4,2,2,2,2,8,3,2,5593,17970,1,1,4,1,15,3,15,10,12,0
52,3,994,2,7,4,2,2,3,3,1,2,3,10445,15322,7,1,4,0,18,3,8,6,0,0
38,3,770,3,10,4,3,3,2,3,8,3,1,8740,5569,0,2,2,2,9,3,8,7,7,0
29,3,1107,2,28,4,2,3,3,1,7,4,1,2514,26968,4,1,1,1,11,3,7,5,7,0
28,3,950,2,3,3,4,4,3,3,5,2,1,7655,8039,0,1,2,3,10,2,9,7,7,0
46,3,406,3,3,1,3,1,3,4,3,3,2,17465,15596,3,1,4,1,23,3,12,9,9,0
38,3,130,3,2,2,3,4,3,3,8,2,3,7351,20619,7,1,3,0,10,3,1,0,0,0
43,2,1082,2,27,3,2,3,3,3,5,1,2,10820,11535,8,1,3,1,18,3,8,7,1,0
39,2,203,2,2,3,2,1,3,4,1,4,1,12169,13547,7,1,4,3,21,3,18,7,5,1
40,3,1308,2,14,3,4,3,2,5,6,3,3,19626,17544,1,1,1,0,21,4,20,7,9,0
21,3,984,2,1,1,6,4,2,1,7,2,3,2070,25326,1,2,3,0,2,4,2,2,2,0
39,1,439,2,9,3,2,3,3,2,2,2,3,6782,8770,9,1,3,0,9,2,5,4,3,0
36,1,217,2,18,4,2,1,3,2,5,4,3,7779,23238,2,1,1,0,18,3,11,9,9,0
31,2,793,3,20,3,2,3,4,1,9,4,2,2791,21981,0,1,1,1,3,3,2,2,2,0
28,3,1451,2,2,1,2,1,2,1,7,2,2,3201,19911,0,1,1,0,6,1,5,3,4,0
35,2,1182,3,11,2,3,4,3,2,8,4,1,4968,18500,1,1,4,1,5,3,5,2,2,0
49,3,174,3,8,4,6,4,2,4,8,2,2,13120,11879,6,1,2,1,22,3,9,8,3,0
34,2,1003,2,2,2,2,4,3,2,5,3,3,4033,15834,2,1,4,0,5,2,3,2,2,0
29,2,490,2,10,3,2,4,3,1,7,2,1,3291,17940,0,1,4,2,8,2,7,5,1,0
42,3,188,2,29,3,4,2,1,2,2,4,3,4272,9558,4,1,1,0,16,3,1,0,0,0
29,3,718,2,8,1,4,2,2,2,5,4,2,5056,17689,1,2,3,1,10,2,10,7,2,0
38,3,433,1,1,3,1,3,4,1,4,3,2,2844,6004,1,1,4,1,7,4,7,6,0,0
28,2,773,2,6,3,2,3,2,1,7,3,1,2703,22088,1,2,4,1,3,3,3,1,2,0
18,1,247,2,8,1,4,3,3,1,2,3,3,1904,13556,1,1,4,0,0,3,0,0,0,1
33,3,603,3,9,4,3,1,3,2,8,1,3,8224,18385,0,2,1,0,6,3,5,2,3,1
41,3,167,2,12,4,2,2,3,1,2,4,2,4766,9051,3,2,1,1,6,3,1,0,0,0
31,2,874,2,15,3,4,3,3,1,2,3,2,2610,6233,1,1,3,1,2,2,2,2,2,1
37,3,367,2,25,2,4,3,2,2,1,4,1,5731,17171,7,1,3,2,9,3,6,2,3,0
27,3,199,2,6,3,2,4,2,1,7,3,2,2539,7950,1,1,3,1,4,3,4,2,2,0
34,3,1400,3,9,1,2,2,3,2,8,3,2,5714,5829,1,1,1,0,6,2,6,5,3,0
35,3,528,1,8,4,6,3,3,1,4,3,3,4323,7108,1,1,2,0,6,1,5,4,4,0
29,3,408,3,23,1,2,4,2,3,8,1,2,7336,11162,1,1,1,1,11,1,11,8,10,1
40,2,593,2,9,4,4,2,3,3,6,3,3,13499,13782,9,1,3,0,20,2,18,7,13,0
42,2,481,3,12,3,2,3,3,4,8,1,3,13758,2447,0,2,2,0,22,2,21,9,14,1
42,3,647,3,4,4,3,2,3,2,8,1,3,5155,2253,7,1,4,0,9,4,6,4,5,0
35,3,982,2,1,4,4,4,2,1,2,3,2,2258,16340,6,1,2,1,10,3,8,0,7,0
24,3,477,2,24,3,4,4,3,1,2,2,3,3597,6409,8,1,4,0,6,3,4,3,2,0
28,3,1485,2,12,1,2,3,3,1,2,4,2,2515,22955,1,2,4,0,1,2,1,1,0,1
26,3,1384,2,3,4,4,1,4,1,2,4,2,4420,13421,1,1,2,1,8,3,8,7,7,0
30,3,852,3,10,3,3,3,2,2,8,3,2,6578,2706,1,1,1,1,10,3,10,3,4,0
40,2,902,2,26,2,4,3,2,2,7,4,2,4422,21203,3,2,4,1,16,1,1,1,0,0
35,3,819,2,2,3,2,3,2,3,5,2,1,10274,19588,2,1,2,1,15,4,7,7,4,0
34,2,669,2,1,3,4,4,2,2,1,1,3,5343,25755,0,1,3,0,14,3,13,9,9,0
35,2,636,2,4,4,5,4,2,1,2,4,2,2376,26537,1,1,2,1,2,4,2,2,2,0
43,3,1372,3,9,3,3,1,1,2,8,3,3,5346,9489,8,1,2,0,7,2,4,3,3,1
32,1,862,3,2,1,2,3,3,1,9,1,1,2827,14947,1,1,3,3,1,3,1,0,0,0
56,3,718,2,4,4,6,4,3,5,3,1,1,19943,18575,4,1,4,1,28,3,5,2,2,0
29,3,1401,2,6,1,4,2,3,1,2,4,2,3131,26342,1,1,1,1,10,3,10,8,8,0
19,3,645,2,9,2,2,3,3,1,7,1,3,2552,7172,1,1,3,0,1,3,1,1,0,0
45,3,1457,2,7,3,4,1,3,1,7,3,2,4477,20100,4,2,3,1,7,2,3,2,2,0
37,3,977,2,1,3,2,4,2,2,5,4,2,6474,9961,1,1,2,1,14,2,14,8,11,0
20,3,805,2,3,3,2,1,2,1,2,3,3,3033,12828,1,1,1,0,2,2,2,2,2,0
44,3,1097,2,10,4,2,3,3,1,7,3,3,2936,10826,1,2,3,0,6,3,6,4,2,1
53,3,1223,2,7,2,4,4,3,5,3,3,1,18606,18640,3,1,2,1,26,3,7,7,7,0
29,3,942,2,15,1,2,2,1,1,7,4,2,2168,26933,0,2,1,1,6,2,5,4,3,0
22,2,1256,2,3,4,2,3,2,1,7,4,2,2853,4223,0,2,2,1,1,3,0,0,0,1
46,3,1402,3,2,3,3,3,3,4,3,1,2,17048,24097,8,1,1,0,28,3,26,15,9,0
44,1,111,2,17,3,2,4,1,1,7,3,3,2290,4279,2,1,4,0,6,3,0,0,0,0
33,3,147,1,2,3,1,2,3,1,4,3,2,3600,8429,1,1,4,1,5,3,5,4,4,0
41,1,906,2,5,2,2,1,2,1,7,1,1,2107,20293,6,1,1,1,5,1,1,0,0,1
30,3,1329,3,29,4,2,3,3,2,8,1,1,4115,13192,8,1,3,3,8,3,4,3,3,0
40,2,1184,3,2,4,4,2,3,2,8,2,2,4327,25440,5,1,4,3,5,3,0,0,0,0
50,2,1421,2,2,3,4,4,3,4,3,1,2,17856,9490,2,1,3,1,32,3,2,2,2,0
28,3,1179,2,19,4,4,4,2,1,2,1,2,3196,12449,1,1,3,3,6,3,6,5,3,0
46,3,1450,2,15,2,2,4,3,5,6,2,2,19081,10849,5,1,1,1,25,3,4,2,3,0
35,3,1361,3,17,4,2,3,3,2,8,1,2,8966,21026,3,2,4,3,15,3,7,7,7,0
24,3,984,2,17,2,2,4,3,1,2,2,2,2210,3372,1,1,1,1,1,1,1,0,0,1
33,2,1146,3,25,3,4,2,3,2,8,3,2,4539,4905,1,1,1,1,10,2,10,7,1,0
36,3,917,2,6,4,2,3,1,1,2,3,1,2741,6865,1,1,3,1,7,3,7,7,7,0
30,3,853,2,7,4,2,3,3,2,2,3,1,3491,11309,1,1,1,3,10,2,10,7,9,0
44,3,200,2,29,4,5,4,3,2,7,4,3,4541,7744,1,1,2,0,20,3,20,11,17,0
20,3,654,3,21,3,3,3,4,1,9,4,3,2678,5050,1,1,4,0,2,3,2,1,2,0
46,3,150,2,2,4,6,4,3,2,5,4,1,7379,17433,2,1,3,1,12,2,6,3,4,0
42,1,179,1,2,5,4,4,4,2,4,1,2,6272,12858,7,1,1,1,10,4,4,3,3,0
60,3,696,3,7,4,3,2,4,2,8,4,1,5220,10893,0,2,2,1,12,3,11,7,9,0
32,2,116,2,13,3,5,3,2,1,2,2,2,2743,7331,1,1,3,1,2,3,2,2,2,0
32,2,1316,2,2,2,2,4,3,2,7,3,3,4998,2338,4,2,4,0,10,3,8,7,7,0
36,3,363,2,1,3,6,3,1,3,5,1,1,10252,4235,2,2,3,1,17,3,7,7,7,0
33,3,117,2,9,3,4,1,3,1,7,4,2,2781,6311,0,1,2,1,15,3,14,10,10,0
40,3,107,3,10,3,6,2,2,2,8,2,1,6852,11591,7,1,2,1,7,4,5,1,3,0
25,3,1356,3,10,4,2,3,3,2,8,4,3,4950,20623,0,1,2,0,5,3,4,3,1,0
30,3,1465,2,1,3,4,4,3,1,7,2,2,3579,9369,0,2,1,1,12,3,11,9,7,0
42,2,458,2,26,5,4,1,3,3,6,1,2,13191,23281,3,2,3,0,20,3,1,0,0,0
35,1,1212,3,8,2,3,3,2,3,8,4,2,10377,13755,4,2,2,1,16,2,13,2,12,0
27,3,1103,2,14,3,2,1,3,1,7,1,2,2235,14377,1,2,4,2,9,2,9,7,8,0
54,2,966,2,1,4,2,4,3,3,5,3,1,10502,9659,7,1,1,1,33,1,5,4,4,0
44,3,1117,2,2,1,2,1,4,1,7,4,2,2011,19982,1,1,4,1,10,3,10,5,7,0
19,1,504,2,10,3,4,1,2,1,7,2,3,1859,6148,1,2,2,0,1,4,1,1,0,1
29,3,1010,2,1,3,2,1,3,1,7,4,1,3760,5598,1,1,1,3,3,3,3,2,2,0
54,3,685,2,3,3,2,4,3,4,6,4,2,17779,23474,3,1,1,0,36,3,10,9,9,0
31,3,1332,2,11,2,4,3,3,2,1,1,2,6833,17089,1,2,4,0,6,2,6,5,1,0
31,3,1062,2,24,3,4,3,2,2,1,1,3,6812,17198,1,1,2,0,10,3,10,9,8,0
59,3,326,3,3,3,2,3,2,2,8,4,3,5171,16490,5,1,4,0,13,3,6,1,5,0
43,3,920,2,3,3,2,3,1,5,6,4,2,19740,18625,3,1,2,1,25,3,8,7,7,0
49,3,1098,2,4,2,4,1,2,5,3,3,2,18711,12124,2,1,3,1,23,4,1,0,0,0
36,2,469,2,3,3,6,3,3,1,7,2,2,3692,9256,1,1,3,0,12,2,11,10,7,0
48,3,969,2,2,2,6,4,4,1,2,2,3,2559,16620,5,1,3,0,7,2,1,0,0,0
27,3,1167,2,4,2,2,1,3,1,7,3,1,2517,3208,1,1,2,3,5,3,5,3,3,0
29,3,1329,2,7,3,2,3,3,2,1,4,1,6623,4204,1,2,2,2,6,3,6,0,0,0
48,3,715,2,1,3,2,4,2,5,6,4,3,18265,8733,6,1,3,0,25,4,1,0,0,0
29,3,694,2,1,3,2,4,2,4,6,4,1,16124,3423,3,1,2,2,9,2,7,7,7,0
34,3,1320,2,20,3,6,3,4,1,7,3,2,2585,21643,0,1,4,0,2,2,1,0,0,0
44,3,1099,3,5,3,3,2,3,5,3,2,2,18213,8751,7,1,3,1,26,3,22,9,10,0
33,3,536,3,10,5,3,4,4,3,8,3,1,8380,21708,0,2,4,2,10,3,9,8,8,0
19,3,265,2,25,3,2,2,4,1,7,4,3,2994,21221,1,2,4,0,1,3,1,0,1,0
23,3,373,2,1,2,2,4,3,1,7,3,2,1223,16901,1,1,4,1,1,3,1,0,1,0
25,2,599,3,24,1,2,3,1,1,9,4,3,1118,8040,1,2,4,0,1,3,1,0,0,1
26,3,583,2,4,2,2,3,3,1,7,4,3,2875,9973,1,2,2,0,8,2,8,5,2,0
45,3,1449,3,2,3,3,1,1,5,3,2,3,18824,2493,2,2,1,0,26,3,24,10,11,1
55,1,177,2,8,1,4,4,2,4,1,2,1,13577,25592,1,2,4,1,34,3,33,9,0,0
21,2,251,2,10,2,2,1,2,1,2,3,3,2625,25308,1,1,3,0,2,1,2,2,2,1
46,3,168,3,4,2,3,4,2,5,3,2,2,18789,9946,2,1,3,1,26,3,11,4,8,0
34,3,131,3,2,3,3,3,3,2,8,1,3,4538,6039,0,2,4,0,4,3,3,2,2,0
51,2,237,3,9,3,2,4,3,5,3,2,1,19847,19196,4,2,1,1,31,2,29,10,10,0
59,3,1429,2,18,4,4,4,3,3,5,4,3,10512,20002,6,1,4,0,25,2,9,7,4,0
34,2,135,2,19,3,4,3,3,2,2,2,1,4444,22534,4,1,3,2,15,4,11,8,10,0
28,2,791,2,1,4,4,4,3,1,2,3,3,2154,6842,0,2,3,0,5,2,4,2,2,0
44,3,1199,2,4,2,2,3,4,5,3,1,1,19190,17477,1,1,4,2,26,2,25,9,13,0
34,2,648,1,11,3,2,3,2,2,4,2,2,4490,21833,4,1,4,2,14,4,10,9,8,0
35,3,735,2,6,1,2,3,3,1,7,3,2,3506,6020,0,2,4,0,4,3,3,2,2,0
42,3,603,2,7,4,4,2,4,2,7,2,2,2372,5628,6,2,4,0,18,3,1,0,0,0
43,3,531,3,4,4,3,4,2,3,8,4,3,10231,20364,3,1,4,0,23,4,21,7,17,0
36,3,429,2,2,4,2,3,3,2,5,2,3,5410,2323,9,2,4,0,18,3,16,14,12,0
44,3,621,2,15,3,4,1,3,3,1,4,2,7978,14075,1,1,4,1,10,3,10,7,5,1
28,2,193,2,2,3,2,4,2,1,2,4,2,3867,14222,1,2,2,1,2,3,2,2,2,0
51,2,968,2,6,2,4,2,2,1,2,3,3,2838,4257,0,1,2,0,8,2,7,0,7,0
30,1,879,2,9,2,4,3,3,2,5,3,3,4695,12858,7,2,3,0,10,3,8,4,7,0
29,3,806,2,7,3,6,2,3,1,2,3,1,3339,17285,3,2,1,2,10,3,7,7,7,1
28,3,640,2,1,3,6,4,3,1,7,1,3,2080,4732,2,1,2,0,5,2,3,2,2,0
25,3,266,2,1,3,4,4,3,1,7,2,3,2096,18830,1,1,4,0,2,2,2,2,1,0
32,3,604,3,8,3,4,3,4,2,8,4,2,6209,11693,1,1,3,2,10,4,10,7,8,0
45,2,364,2,25,3,4,2,3,5,3,2,3,18061,13035,3,1,3,0,22,3,0,0,0,0
39,3,412,2,13,4,4,3,2,4,3,2,1,17123,17334,6,2,4,2,21,3,19,9,2,0
58,3,848,2,23,4,2,1,3,1,7,3,1,2372,26076,1,1,4,2,2,3,2,2,2,0
32,3,1089,2,7,2,2,4,3,2,2,3,2,4883,22845,1,1,1,1,10,3,10,4,1,1
39,3,360,2,23,3,4,3,3,1,7,1,3,3904,22154,0,1,1,0,6,3,5,2,3,1
30,3,1138,2,6,3,6,1,2,2,2,4,2,4627,23631,0,1,1,1,10,3,9,2,7,0
36,3,325,2,10,4,6,4,3,3,1,3,2,7094,5747,3,1,1,0,10,3,7,7,7,0
46,3,991,1,1,2,2,4,3,1,4,1,3,3423,22957,6,1,3,0,10,4,7,6,7,0
28,1,1476,2,1,3,2,3,1,2,2,4,2,6674,16392,0,1,1,3,10,3,9,8,5,0
50,3,1322,2,28,3,2,4,3,4,6,1,2,16880,22422,4,2,2,0,25,3,3,2,2,0
40,3,299,3,25,4,3,4,2,3,8,2,3,9094,17235,2,2,3,0,9,3,5,4,0,1
52,3,1030,3,5,3,2,2,3,3,8,2,3,8446,21534,9,2,3,0,10,2,8,7,7,1
30,3,634,2,17,4,4,2,3,3,3,1,2,11916,25927,1,2,4,2,9,3,9,1,8,0
39,3,524,2,18,2,2,1,3,2,5,3,3,4534,13352,0,1,1,0,9,3,8,7,7,0
31,1,587,3,2,4,2,4,3,3,8,3,1,9852,8935,1,2,1,1,10,2,10,8,6,0
41,1,256,3,10,2,4,3,1,2,8,2,3,6151,22074,1,1,1,0,19,3,19,2,9,0
31,2,1060,3,1,3,2,4,3,1,9,2,3,2302,8319,1,2,1,0,3,4,3,2,2,1
44,3,935,2,3,3,2,1,3,1,2,1,2,2362,14669,4,1,3,0,10,4,3,2,2,1
42,1,495,2,2,1,2,3,3,4,3,3,2,17861,26582,0,2,4,0,21,2,20,8,10,0
55,3,282,2,2,2,4,4,1,5,3,3,2,19187,6992,4,1,4,1,23,3,19,9,11,0
56,3,206,1,8,4,2,4,3,5,3,2,3,19717,4022,6,1,1,0,36,3,7,3,7,0
40,1,458,2,16,2,2,3,3,1,7,3,1,3544,8532,9,1,2,1,6,3,4,2,0,0
34,3,943,2,9,3,2,4,3,3,1,4,1,8500,5494,0,1,4,1,10,2,9,7,6,0
40,3,523,2,2,3,2,3,3,2,7,4,3,4661,22455,1,1,3,0,9,3,9,8,8,0
41,2,1018,3,1,3,3,3,3,2,8,1,1,4103,4297,0,1,4,1,10,3,9,3,7,0
35,2,482,2,4,4,2,3,3,2,7,3,3,4249,2690,1,2,2,0,9,3,9,6,1,0
51,3,770,1,5,3,2,3,3,4,3,2,1,14026,17588,1,2,2,1,33,3,33,9,10,0
38,3,1009,3,2,2,2,2,3,2,8,1,1,6893,19461,3,1,4,1,11,3,7,7,7,0
34,3,507,3,15,2,4,3,3,2,8,1,3,6125,23553,1,1,4,0,10,4,10,8,6,0
25,3,882,2,19,1,4,4,3,1,2,4,2,3669,9075,3,1,3,3,7,2,3,2,2,0
58,3,601,2,7,4,4,3,2,3,5,1,2,10008,12023,7,2,4,0,31,2,10,9,9,1
40,3,329,2,1,4,2,2,3,1,2,2,2,2387,6762,3,1,3,1,7,3,4,2,3,0
36,2,607,3,7,3,3,1,4,2,8,1,2,4639,2261,2,1,4,1,17,2,15,7,13,0
48,3,855,2,4,3,2,4,3,3,5,4,3,7898,18706,1,1,3,0,11,3,10,9,8,0
27,3,1291,3,11,3,4,3,4,1,9,4,2,2534,6527,8,1,2,1,5,3,1,0,0,0
51,3,1405,2,11,2,6,4,2,4,5,2,3,13142,24439,3,1,2,0,29,2,5,2,3,0
18,1,1124,2,1,3,2,4,3,1,2,4,3,1611,19305,1,1,3,0,0,4,0,0,0,0
35,3,817,2,1,3,4,4,2,2,2,4,2,5363,10846,0,1,2,1,10,3,9,7,0,0
27,2,793,3,2,1,2,4,1,2,8,4,3,5071,20392,3,1,2,0,8,3,6,2,0,0
55,3,267,3,13,4,3,1,4,4,8,3,3,13695,9277,6,2,3,0,24,2,19,7,8,1
56,3,1369,2,23,3,2,4,3,4,5,2,2,13402,18235,4,2,1,1,33,3,19,16,9,0
34,1,999,2,26,1,6,1,2,1,7,3,1,2029,15891,1,1,3,3,5,3,5,4,0,0
40,3,1202,2,2,1,4,2,4,2,1,3,1,6377,13888,5,1,2,3,15,3,12,11,8,0
34,3,285,2,29,3,4,2,3,2,2,3,2,5429,17491,4,1,1,2,10,3,8,7,7,0
31,2,703,3,2,3,2,3,2,1,9,4,3,2785,11882,7,1,3,0,3,4,1,0,0,1
35,2,662,3,18,4,3,4,3,2,8,3,2,4614,23288,0,2,3,1,5,2,4,2,2,1
38,2,693,2,7,3,2,4,4,1,7,3,1,2610,15748,1,1,4,3,4,3,4,2,3,0
34,3,404,2,2,4,6,3,3,2,1,4,3,6687,6163,1,1,4,0,14,4,14,11,11,0
28,3,736,3,26,3,2,3,2,2,8,1,2,4724,24232,1,1,3,1,5,3,5,3,4,0
31,3,330,2,22,4,4,4,3,2,5,3,2,6179,21057,1,2,4,2,10,2,10,2,7,1
39,3,1498,3,21,4,2,1,2,2,8,4,2,6120,3567,3,2,4,2,8,4,5,4,4,0
51,2,541,3,2,3,3,2,3,3,8,2,2,10596,15395,2,1,2,0,14,3,4,2,2,0
41,2,1200,2,22,3,2,4,3,2,7,4,1,5467,13953,3,2,1,2,12,2,6,2,3,0
37,3,1439,2,4,1,2,3,3,1,7,3,2,2996,5182,7,2,4,0,8,3,6,4,3,0
33,2,1111,3,5,1,2,2,3,2,8,4,2,9998,19293,6,1,1,0,8,4,5,4,2,0
32,3,499,3,2,1,3,3,3,2,8,2,2,4078,20497,0,2,1,3,4,2,3,2,2,0
39,1,1485,2,25,2,2,3,3,3,1,3,2,10920,3449,3,1,2,1,13,3,6,4,5,0
25,3,1372,3,18,1,2,1,4,2,8,3,2,6232,12477,2,1,2,0,6,2,3,2,2,0
52,2,322,2,28,2,4,4,4,4,5,3,2,13247,9731,2,2,2,1,24,2,5,3,2,0
43,3,930,2,6,3,4,1,2,2,7,3,3,4081,20003,1,2,1,0,20,1,20,7,8,0
27,3,205,3,10,3,3,4,2,2,8,4,2,5769,7100,1,2,4,0,6,3,6,2,4,0
27,3,135,2,17,4,2,4,3,1,7,3,3,2394,25681,1,2,4,0,8,3,8,2,7,1
26,3,683,2,2,1,4,1,2,1,7,4,3,3904,4050,0,1,4,0,5,3,4,3,1,0
42,3,1147,1,10,3,1,3,3,4,3,1,2,16799,16616,0,1,3,1,21,3,20,7,9,0
52,3,258,2,8,4,5,3,3,1,2,1,2,2950,17363,9,1,3,0,12,1,5,4,4,0
37,3,1462,2,11,3,4,1,3,1,2,3,3,3629,19106,4,1,1,0,8,3,3,2,2,0
35,2,200,2,18,2,2,3,3,3,5,4,3,9362,19944,2,1,3,0,10,3,2,2,2,0
25,3,949,2,1,3,6,1,3,1,2,4,2,3229,4910,4,1,2,1,7,2,3,2,2,0
26,3,652,2,7,3,5,3,4,1,2,1,3,3578,23577,0,1,4,0,8,3,7,7,7,0
29,3,332,1,17,3,5,2,2,3,4,1,3,7988,9769,1,1,1,0,10,2,10,9,9,0
49,2,1475,2,28,2,2,1,2,2,2,1,3,4284,22710,3,1,1,0,20,3,4,3,3,1
29,2,337,2,14,1,5,3,3,3,1,4,3,7553,22930,0,2,1,0,9,3,8,7,7,1
54,3,971,2,1,3,4,4,3,4,6,4,3,17328,5652,6,1,4,0,29,2,20,7,7,0
58,3,1055,2,1,3,4,4,3,5,6,1,2,19701,22456,3,2,3,1,32,3,9,8,5,0
55,3,1136,2,1,4,4,2,4,4,6,4,1,14732,12414,2,1,4,2,31,4,7,7,0,0
36,3,1174,3,3,4,3,1,3,2,8,2,3,9278,20763,3,2,4,0,15,3,5,4,1,0
31,2,667,3,1,4,2,2,1,1,9,3,3,1359,16154,1,1,2,0,1,3,1,0,0,1
30,3,855,3,7,4,3,4,3,2,8,1,1,4779,12761,7,1,2,2,8,3,3,2,2,0
31,3,182,2,8,5,2,1,3,4,6,2,3,16422,8847,3,1,3,0,9,4,3,2,0,0
34,2,560,2,1,4,5,4,3,1,7,1,1,2996,20284,5,1,3,2,10,3,4,3,3,0
31,3,202,2,8,3,2,1,2,1,7,2,3,1261,22262,1,1,3,0,1,4,1,0,0,1
27,3,1377,2,11,1,2,2,3,1,2,1,2,2099,7679,0,1,2,0,6,4,5,0,4,0
36,3,172,2,4,4,2,1,2,2,2,4,3,5810,22604,1,1,3,0,10,2,10,4,8,0
36,3,329,3,16,4,3,3,2,2,8,1,2,5647,13494,4,1,1,2,11,2,3,2,2,0
47,3,465,2,1,3,6,1,3,1,7,4,2,3420,10205,7,1,3,1,17,2,6,5,2,0
25,3,383,3,9,2,2,1,2,1,9,1,2,4400,15182,3,1,1,0,6,3,3,2,2,1
37,1,1413,2,5,2,6,3,4,1,2,3,3,3500,25470,0,1,1,0,7,1,6,5,3,0
56,3,1255,2,1,2,2,1,3,1,7,1,2,2066,10494,2,1,4,1,5,4,3,2,0,0
47,3,359,2,2,4,4,1,3,4,6,3,2,17169,26703,3,1,2,2,26,4,20,17,6,0
24,3,1476,3,4,1,4,4,3,2,8,3,2,4162,15211,1,2,3,2,5,3,5,4,3,0
32,3,601,3,7,5,3,4,3,2,8,4,2,9204,23343,4,1,3,1,7,2,4,3,3,0
34,3,401,2,1,3,2,4,2,1,2,2,2,3294,3708,5,1,1,1,7,2,5,4,2,0
41,3,1283,2,5,5,4,2,4,1,7,3,2,2127,5561,2,2,1,0,7,2,4,2,3,0
40,1,663,2,9,4,5,3,3,2,2,3,1,3975,23099,3,1,3,2,11,4,8,7,7,0
31,3,326,3,8,2,2,1,3,3,8,4,1,10793,8386,1,1,1,1,13,3,13,7,9,0
46,3,377,3,9,3,3,1,3,3,8,4,1,10096,15986,4,1,1,1,28,4,7,7,3,1
39,1,592,2,2,3,2,1,2,1,2,1,3,3646,17181,2,2,2,0,11,4,1,0,0,1
31,2,1445,2,1,5,2,3,4,3,5,2,3,7446,8931,1,1,1,0,10,3,10,8,7,1
45,3,1038,2,20,3,4,2,1,3,1,1,1,10851,19863,2,2,2,1,24,3,7,7,7,0
31,3,1398,1,8,2,4,4,4,1,4,2,3,2109,24609,9,1,4,0,8,3,3,2,2,0
31,2,523,2,2,3,2,2,3,1,2,4,2,3722,21081,6,2,3,1,7,1,2,2,2,1
45,3,1448,2,29,3,6,2,3,3,5,4,2,9380,14720,4,2,4,2,10,4,3,1,2,0
48,3,1221,3,7,3,3,3,3,2,8,1,1,5486,24795,4,1,1,3,15,3,2,2,2,0
34,3,1107,1,9,4,6,1,3,1,4,3,2,2742,3072,1,1,4,0,2,3,2,2,2,1
40,1,218,2,8,1,4,4,2,3,6,2,1,13757,25178,2,1,3,1,16,3,9,8,8,0
28,3,866,3,5,3,4,4,3,2,8,1,3,8463,23490,0,1,4,0,6,3,5,4,3,0
44,1,981,2,5,3,2,3,2,1,2,3,3,3162,7973,3,1,4,0,7,3,5,2,3,0
53,3,447,2,2,3,4,4,4,4,6,2,3,16598,19764,4,1,2,0,35,2,9,8,8,0
49,3,1495,2,5,4,6,1,3,2,1,3,2,6651,21534,2,1,2,1,20,2,3,2,2,0
40,3,896,2,2,3,4,3,3,1,7,3,1,2345,8045,2,1,3,1,8,4,3,1,2,0
44,3,1467,2,20,3,2,4,3,1,7,2,3,3420,21158,1,1,3,0,6,2,5,2,3,0
33,2,430,3,7,3,4,4,3,2,8,1,2,4373,17456,0,1,1,2,5,3,4,3,3,0
